,id,identifier,title,relation,type,subject,language,format,rights,preview
0,oai:dasi.cnr.it:epi:1,"['DASI:epi-1', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=1']","['as-Sawdāʾ 27', 'M 294', 'RES 3307']",DASI:obj-1,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6938&sessId=&size=med
1,oai:dasi.cnr.it:epi:2,"['DASI:epi-2', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=2']","['as-Sawdāʾ 35', 'M 134', 'RES 2912']",DASI:obj-2,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1520&sessId=&size=med
2,oai:dasi.cnr.it:epi:3,"['DASI:epi-3', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=3']","['as-Sawdāʾ 36', 'Ry 25', 'M 140', 'RES 2918']",DASI:obj-3,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6637&sessId=&size=med
3,oai:dasi.cnr.it:epi:4,"['DASI:epi-4', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=4']","['as-Sawdāʾ 37', 'M 293A', 'RES 3306A']",DASI:obj-4,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=782&sessId=&size=med
4,oai:dasi.cnr.it:epi:5,"['DASI:epi-5', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=5']","['as-Sawdāʾ 38', 'M 293B', 'RES 3306B']",DASI:obj-5,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1668&sessId=&size=med
5,oai:dasi.cnr.it:epi:6,"['DASI:epi-6', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=6']","['as-Sawdāʾ 39', 'M 300', 'RES 3316']",DASI:obj-6,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6638&sessId=&size=med
6,oai:dasi.cnr.it:epi:7,"['DASI:epi-7', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=7']","['as-Sawdāʾ 40 A', 'M 302', 'RES 3318']",DASI:obj-7,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6639&sessId=&size=med
7,oai:dasi.cnr.it:epi:8,"['DASI:epi-8', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=8']","['as-Sawdāʾ 40 B', 'M 302', 'RES 3318']",DASI:obj-7,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6639&sessId=&size=med
8,oai:dasi.cnr.it:epi:9,"['DASI:epi-9', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=9']","['as-Sawdāʾ 52', 'CIH 440']",DASI:obj-9,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4856&sessId=&size=med
9,oai:dasi.cnr.it:epi:10,"['DASI:epi-10', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=10']","['as-Sawdāʾ 54', 'M 295', 'RES 3308']",DASI:obj-10,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6644&sessId=&size=med
10,oai:dasi.cnr.it:epi:11,"['DASI:epi-11', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=11']","['as-Sawdāʾ 86', 'M 296', 'RES 3309']",DASI:obj-11,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6645&sessId=&size=med
11,oai:dasi.cnr.it:epi:12,"['DASI:epi-12', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=12']","['as-Sawdāʾ 87', 'Ry 27', 'M 310', 'RES 3332']",DASI:obj-12,"['Text', 'Legal text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Minaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6646&sessId=&size=med
12,oai:dasi.cnr.it:epi:13,"['DASI:epi-13', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=13']","['Aylward 2', 'VL 5', 'CSAI I, 123']",DASI:obj-13,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6&sessId=&size=med
13,oai:dasi.cnr.it:epi:14,"['DASI:epi-14', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=14']","['Aylward 3', 'CSAI I, 263']",DASI:obj-14,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6571&sessId=&size=med
14,oai:dasi.cnr.it:epi:15,"['DASI:epi-15', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=15']",B 9,DASI:obj-15,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6575&sessId=&size=med
15,oai:dasi.cnr.it:epi:16,"['DASI:epi-16', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=16']",B 29,DASI:obj-16,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6597&sessId=&size=med
16,oai:dasi.cnr.it:epi:17,"['DASI:epi-17', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=17']","BM 1890,0101.22",DASI:obj-17,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6865&sessId=&size=med
17,oai:dasi.cnr.it:epi:18,"['DASI:epi-18', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=18']","BM 1966,0917.1",DASI:obj-18,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6866&sessId=&size=med
18,oai:dasi.cnr.it:epi:19,"['DASI:epi-19', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=19']","BM 1985,0223.109",DASI:obj-19,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6572&sessId=&size=med
19,oai:dasi.cnr.it:epi:20,"['DASI:epi-20', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=20']","BM 1985,0223.123",DASI:obj-20,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6102&sessId=&size=med
20,oai:dasi.cnr.it:epi:21,"['DASI:epi-21', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=21']","BM 1985,0223.124",DASI:obj-21,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6099&sessId=&size=med
21,oai:dasi.cnr.it:epi:22,"['DASI:epi-22', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=22']","BM 1985,0223.126",DASI:obj-22,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6095&sessId=&size=med
22,oai:dasi.cnr.it:epi:23,"['DASI:epi-23', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=23']","BM 1991,1214.1",DASI:obj-23,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2854&sessId=&size=med
23,oai:dasi.cnr.it:epi:24,"['DASI:epi-24', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=24']","BM 1994,1107.3",DASI:obj-24,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4554&sessId=&size=med
24,oai:dasi.cnr.it:epi:25,"['DASI:epi-25', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=25']","BM 1995,0124.1",DASI:obj-25,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6096&sessId=&size=med
25,oai:dasi.cnr.it:epi:26,"['DASI:epi-26', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=26']","BM 1995,0124.2",DASI:obj-26,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6223&sessId=&size=med
26,oai:dasi.cnr.it:epi:27,"['DASI:epi-27', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=27']","BM 1995,0617.1",DASI:obj-27,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6103&sessId=&size=med
27,oai:dasi.cnr.it:epi:30,"['DASI:epi-30', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=30']","['BM 130880', 'CSAI I, 269']",DASI:obj-30,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3768&sessId=&size=med
28,oai:dasi.cnr.it:epi:31,"['DASI:epi-31', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=31']",BM 132364,DASI:obj-31,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6576&sessId=&size=med
29,oai:dasi.cnr.it:epi:32,"['DASI:epi-32', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=32']",BM 132365,DASI:obj-32,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5542&sessId=&size=med
30,oai:dasi.cnr.it:epi:33,"['DASI:epi-33', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=33']",BM 132618,DASI:obj-33,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2380&sessId=&size=med
31,oai:dasi.cnr.it:epi:34,"['DASI:epi-34', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=34']",BM 132904,DASI:obj-34,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3536&sessId=&size=med
32,oai:dasi.cnr.it:epi:35,"['DASI:epi-35', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=35']",BM 132932,DASI:obj-35,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3819&sessId=&size=med
33,oai:dasi.cnr.it:epi:36,"['DASI:epi-36', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=36']",BM 132998,DASI:obj-36,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2853&sessId=&size=med
34,oai:dasi.cnr.it:epi:37,"['DASI:epi-37', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=37']",BM 134637,DASI:obj-37,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3321&sessId=&size=med
35,oai:dasi.cnr.it:epi:38,"['DASI:epi-38', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=38']",BM 135562,DASI:obj-38,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5800&sessId=&size=med
36,oai:dasi.cnr.it:epi:39,"['DASI:epi-39', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=39']",BM 135585,DASI:obj-39,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Undefined Ancient South Arabian language,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6578&sessId=&size=med
37,oai:dasi.cnr.it:epi:40,"['DASI:epi-40', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=40']",BM 136829,DASI:obj-40,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4310&sessId=&size=med
38,oai:dasi.cnr.it:epi:41,"['DASI:epi-41', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=41']",BM 136390,DASI:obj-41,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Ḥaḍramitic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4469&sessId=&size=med
39,oai:dasi.cnr.it:epi:42,"['DASI:epi-42', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=42']","['BM 141535', 'Ja 2121']",DASI:obj-42,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4799&sessId=&size=med
40,oai:dasi.cnr.it:epi:43,"['DASI:epi-43', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=43']",BM 141537,DASI:obj-43,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6579&sessId=&size=med
41,oai:dasi.cnr.it:epi:44,"['DASI:epi-44', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=44']",BM 141538,DASI:obj-44,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3838&sessId=&size=med
42,oai:dasi.cnr.it:epi:45,"['DASI:epi-45', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=45']","['BM 141539', 'Fa 88']",DASI:obj-45,"['Text', 'Dedicatory text']","['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Sabaic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6580&sessId=&size=med
43,oai:dasi.cnr.it:epi:46,"['DASI:epi-46', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=46']",BM 141540,DASI:obj-46,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6581&sessId=&size=med
44,oai:dasi.cnr.it:epi:47,"['DASI:epi-47', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=47']",BM 141541,DASI:obj-47,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2010&sessId=&size=med
45,oai:dasi.cnr.it:epi:48,"['DASI:epi-48', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=48']",BM 141545,DASI:obj-48,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=274&sessId=&size=med
46,oai:dasi.cnr.it:epi:49,"['DASI:epi-49', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=49']",BM 141575,DASI:obj-49,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2918&sessId=&size=med
47,oai:dasi.cnr.it:epi:50,"['DASI:epi-50', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=50']",BM 141581,DASI:obj-50,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3176&sessId=&size=med
48,oai:dasi.cnr.it:epi:51,"['DASI:epi-51', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=51']",BM 141582,DASI:obj-51,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4010&sessId=&size=med
49,oai:dasi.cnr.it:epi:52,"['DASI:epi-52', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=52']",BM 141583,DASI:obj-52,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4295&sessId=&size=med
50,oai:dasi.cnr.it:epi:53,"['DASI:epi-53', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=53']",BM 141584,DASI:obj-53,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4428&sessId=&size=med
51,oai:dasi.cnr.it:epi:54,"['DASI:epi-54', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=54']",BM 141585,DASI:obj-54,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5506&sessId=&size=med
52,oai:dasi.cnr.it:epi:55,"['DASI:epi-55', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=55']",BM 141586,DASI:obj-55,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4699&sessId=&size=med
53,oai:dasi.cnr.it:epi:56,"['DASI:epi-56', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=56']",BM 141587,DASI:obj-56,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1261&sessId=&size=med
54,oai:dasi.cnr.it:epi:57,"['DASI:epi-57', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=57']",BM 141588,DASI:obj-57,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3863&sessId=&size=med
55,oai:dasi.cnr.it:epi:58,"['DASI:epi-58', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=58']",BM 141589,DASI:obj-58,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=2183&sessId=&size=med
56,oai:dasi.cnr.it:epi:59,"['DASI:epi-59', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=59']",BM 141590A,DASI:obj-59,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4278&sessId=&size=med
57,oai:dasi.cnr.it:epi:60,"['DASI:epi-60', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=60']",BM 141590B,DASI:obj-59,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5327&sessId=&size=med
58,oai:dasi.cnr.it:epi:61,"['DASI:epi-61', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=61']",BM 141591,DASI:obj-61,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3651&sessId=&size=med
59,oai:dasi.cnr.it:epi:62,"['DASI:epi-62', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=62']",BM 141592,DASI:obj-62,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6582&sessId=&size=med
60,oai:dasi.cnr.it:epi:63,"['DASI:epi-63', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=63']",BM 141593,DASI:obj-63,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=3148&sessId=&size=med
61,oai:dasi.cnr.it:epi:64,"['DASI:epi-64', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=64']",BM 141594,DASI:obj-64,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=6583&sessId=&size=med
62,oai:dasi.cnr.it:epi:65,"['DASI:epi-65', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=65']",BM 141595,DASI:obj-65,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=4023&sessId=&size=med
63,oai:dasi.cnr.it:epi:66,"['DASI:epi-66', 'http://dasi.cnr.it/?id=dasi_prj_epi&prjId=1&recId=66']",BM 141596,DASI:obj-66,Text,"['Epigraph', 'Inscription', 'Pre-Islamic Arabia', 'Ancient South Arabian']",Qatabanic,text/html,http://dasi.cnr.it/?id=terms_of_use,http://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=5560&sessId=&size=med
